Author,Text,Pro,Neutral,Cons
Crease,"the limits prescribed by section 92 as the Imperial Parliament in the plenitude of its power possessed and could bestow. Within these limits of subjects and area the Local Legislature is supreme."" [So",0.08662906289100647,0.4264032244682312,0.4869677424430847
Crease,"these three subjects it therefore interferes with them so as to render it unconstitutional. Aliens may be taxed, may be subjected to the same rules and municipal and other by-laws as other inhabitants",0.4420297145843506,0.23441655933856964,0.32355374097824097
Crease,"(as with us in the Dominion); and this power extends to every species of commercial intercourse, and may be exercised upon persons as well as property (Mr. Justice Field, whose arguments have been rep",0.26172250509262085,0.3752664625644684,0.36301103234291077
Crease,"the judges there (if we may take the reports as correct) are more than ordinarily skilled in laying down the law correctly in constitutional points of that nature. Indeed, there is no other country wh",0.06442036479711533,0.5248361825942993,0.41074350476264954
Crease,"reside here, is an appropriate and effective means to discourage the immigration of the Chinese into the State."" During the argument on the case before me, the Attorney-General claims that this was di",0.2845275402069092,0.531048595905304,0.1844238042831421
Crease,"by Chinamen in British Columbia, as revealed by the tables in that Chinese Report, is something which a casual observer would have no idea of. The treaties between Great Britain and China, which bind ",0.8014850616455078,0.1772705614566803,0.021244440227746964
Crease,"'property"" (and that is what *Cooley* means by apportionment of taxation), ""so that no class of individuals, and no species of property shall be unduly assessed."" The treaties I have quoted between Gr",0.3015252947807312,0.6779857277870178,0.02048902027308941
Crease,"province of the Dominion, the legislation of the Province must give way, as laid down in Leprohon v. the City of Ottawa, 40 Q.B., Ont., 478; Reg. v. Chandler, Hannay's New Brunswick Reports, 548; Dow ",0.28012213110923767,0.3674951195716858,0.35238274931907654
Crease,"a license to remain in British Columbia unmolested for a year. When the legislature wanted to create a tax, they knew what words to use for the purpose, for in the sister Act passed on the same day, w",0.30141353607177734,0.24077759683132172,0.45780888199806213
Crease,"annoyance, and loss to the employer, is just another way of saying that no intercourse shall be had with that class. With penalties and prosecutions always before you, far in excess of any advantage t",0.7345355153083801,0.08607296645641327,0.17939145863056183
Crease,"the country. The whole Act teems with special provisions which affect not only Chinese, but their employers, with obligations and liabilities as to the conduct of the Chinese in their employ, that no ",0.5400710105895996,0.33013877272605896,0.12979021668434143
Crease,"have dealt with the Act on its own merits; but if we consider it in juxtaposition to the Dominion Act recently passed restricting the Chinese throughout all Canada, its illegality becomes transparent;",0.6601006388664246,0.19839179515838623,0.1415075957775116
Crease,"steamer last from Hong Kong in China, to be removed to the ""Suspect Station"" and there detained and subjected to cleansing process under colour of Sec. 35 of the Municipal Health By-Law, 1893, giving ",0.8620060086250305,0.10836788266897202,0.029626131057739258
Crease,"May, 1894, from China and Hongkong. The action is one nominally rather than really, for damages against Dr. George Duncan, the Health Officer of the City of Victoria, on account of an alleged excess o",0.8130084872245789,0.0882057473063469,0.09878575801849365
Crease,"if and how far Chinamen are to be treated, when they land on our shores, differently from other foreigners. The grounds alleged by the Health Officer for this arbitrary treatment is “that China is an ",0.04812176153063774,0.12109629064798355,0.8307819366455078
Crease,"rule. That was a preventative, and persons from such places were naturally not so much the object of suspicion or inspection to a health officer. He thought that too close a scrutiny could not be made",0.021956799551844597,0.7974045276641846,0.18063867092132568
Crease,that the whole of those landed should be disinfected. The Chinese are chiefly dressed in woollen materials and these harbour infection for weeks and months. The period of incubation of small pox was f,0.07650428265333176,0.38776272535324097,0.5357329845428467
Crease,"thence to Victoria, especially with Chinese on board, should be subject to the most searching examination, and the drastic treatment I have described. He does not include Japanese in the same category",0.045987967401742935,0.27491602301597595,0.6790960431098938
Crease,"goes further and shews that the only person to be ""dealt with in such manner as the Medical Health City Officer shall direct"" is ""any infected or exposed person from on board,"" under none of which cat",0.12805815041065216,0.47672390937805176,0.39521801471710205
Crease,"or inquire if he was “an infected or exposed person.” In a matter affecting the public health, it is quite natural, and everyone would expect that officers who are armed with extensive sanitary powers",0.04457194730639458,0.6485949754714966,0.30683308839797974
Begbie,"BRITISH COLUMBIA REPORTS. REGINA v. MEE WAH. BEGBIE, C.J. Constitutional law-B.N.A. Act, Sec. 92, s.s. 9-Taration-Municipal license fees-Direct or indirect tax-Construction of statute-Words ejusdem ge",0.27100059390068054,0.47191953659057617,0.2570798397064209
Begbie,"dem generis are so for the purposes of the statute. (5) If it appears that a tax is not bona fide within the purpose provided for, but is imposed with the real purpose of discriminating against a clas",0.3172065019607544,0.4198201298713684,0.2629733979701996
Begbie,"Act is based is Section 92. "" In each province the Legislature may exclusively make laws in relation to * * * (sub-section 9) shop, saloon, tavern, auctioneer and other licenses in order to the raisin",0.1407201886177063,0.3657139837741852,0.4935658574104309
Begbie,", if the enactment comes fairly within the meaning of sub-section 9, nor can the next objection be fatal (viz.) the objection merely and broadly that it is in restraint of trade. Whether washing be a ",0.12753044068813324,0.3859766721725464,0.4864928722381592
Begbie,"where the things actually named are themselves all of the same nature; but that where the things named are of different natures then the phrase "" other things or articles"" will extend to all objects, ",0.29154786467552185,0.181557297706604,0.5268949270248413
Begbie,"the two things named are not identical as "" oil, vinegar or other fluids,"" the word "" other "" would extend to all other fluids whatever. The doctrine of ejusdem generis which has occupied many Courts ",0.27314263582229614,0.4280383586883545,0.2988189458847046
Begbie,", 36 U.C.Q.B. 183, cited and approved in Severn v. Reginam, there are many analogous matters. Restaurants and lodging houses bear no distant resemblance to taverns; coffee shops to saloons (though the",0.28181421756744385,0.3288313150405884,0.38935449719429016
Begbie,". There might be a tax on a license to register lands above a certain value; and we might have a graduated property tax. The opinion, therefore, of the majority of the Judges in Severn's case, seems m",0.29400813579559326,0.31573286652565,0.3902589678764343
Begbie,"the appellant that this tax is imposed, not with the object of raising a revenue for the City, but with the object of harassing Chinamen, supposed to be the only persons carrying on this industry. In ",0.5229911208152771,0.26816320419311523,0.20884571969509125
Begbie,"and its relation to the several States, which in many respects differ from the Constitution and the relation between the Dominion and the Provinces. But the Judges in those foreign Courts have had a m",0.9675355553627014,0.015962783247232437,0.016501694917678833
Begbie,is quite general extending to all laundries without exception and we must not look beyond the words of the enactment to enquire what its object was; that there is in fact one laundry in Victoria not c,0.3732856214046478,0.09823700785636902,0.5284774303436279
Begbie,"FIELD remarks : "" When we take our seats on the Bench, we are not struck with blindness and forbidden to know as Judges what we see as men ; and when an ordinance, though general in its terms, only op",0.5474196672439575,0.06666946411132812,0.38591083884239197
Begbie,paid occupation may be taxed fifteen times the annual amount which the statute permits to be imposed on the most extensive grocery or dry goods store. It is impossible for me to believe that the BEGBI,0.28003185987472534,0.2724784314632416,0.4474896192550659
Begbie,"the true one. The occupation of a washerman is very poorly paid ; probably at a lower rate than any other trade or occupation, since in former years men of all nationalities busied themselves with thi",0.31022825837135315,0.48190072178840637,0.20787101984024048
Begbie,"upon one sect, race or class, is liable to be declared unconstitutional and void. (3.) The object of a statute is to be ascertained not only from its title or preamble, but mainly from its enactments.",0.8731176257133484,0.09052181243896484,0.036360446363687515
Begbie,"Fell for the application ; Taylor for the Corporation. SIR M. B. BEGBIE, C. J. :- This is an application for a mandamus to the Corporation of the City of Victoria, ordering them to issue a renewal of ",0.35000959038734436,0.32880356907844543,0.3211868703365326
Begbie,"may in any municipality pursue any avocation without such license, the Local Legislature might exclude large classes of men from gaining a livelihood, or indeed existing in the Province-a very wide in",0.18525755405426025,0.5195677280426025,0.2951747179031372
Begbie,"statement of their opinion of the fitness or unfitness of a doctor or solicitor. If the Council is to have an absolute discretion to refuse a license to any person applying, on the ground of what they",0.2375185787677765,0.42883241176605225,0.33364900946617126
Begbie,"It was alleged that the occupation of a pawnbroker affords peculiar facilities for the concealment of stolen goods and the escape of criminals, and that it is particularly essential that care should b",0.5134878158569336,0.18816515803337097,0.2983470559120178
Act 1884,"An Act to regulate the Chinese population of British Columbia. [18th February, 1884.] WHEREAS the incoming of Chinese to British Columbia largely exceeds that of any other class of immigrant, and the ",0.004440270829945803,0.031093673780560493,0.9644660353660583
Act 1884,"more person or persons to be called Chinese Collectors, to collect and receive such payments from Chinese, and such Collector or Collectors immediately upon such payment shall issue and deliver to the",0.05467286705970764,0.2276107519865036,0.71771639585495
Act 1884,". In case any employer of Chinese fails to deliver to the Collector the list mentioned in the preceding section, when required so to do, or knowingly states anything falsely therein, such employer sha",0.06301236897706985,0.3203158676624298,0.6166716814041138
Act 1884,levy. It shall be sufficient authority for the Collector to levy as aforesaid on the non-production of the licence. Proof of the lawful possession of such receipt shall lie on the person whose goods a,0.07679939270019531,0.3260326385498047,0.59716796875
Act 1884,"precious metals, or following the ordinary occupation of a free miner, whether on his own account or for others, without having in his possession a free miner’s certificate, lawfully issued to him sub",0.017616108059883118,0.11431192606687546,0.868071973323822
Act 1884,"shall forfeit and pay a penalty not exceeding one hundred dollars, and the onus of proof shall lie upon the party charged of showing that such opium was used, or consumed, or in his possession for med",0.07405014336109161,0.33447253704071045,0.5914773344993591
Act 1884,to issue his warrant to the Treasurer for the repayment to the appellant of the money paid by him for jury process. 21. Any Chinese who shall lend his licence or free miner’s certificate to another Ch,0.04544217139482498,0.5068959593772888,0.4476618766784668
Act 1884,", direct that any persons imprisoned in respect of any infraction against the provisions of this Act shall be worked and employed at such places and on such public works, or local works for the public",0.017048481851816177,0.45847970247268677,0.5244718194007874
