Author,Text,Pro,Neutral,Cons
Crease,"The action is one nominally rather than really, for damages against Dr. George Duncan, the Health Officer of the City of Victoria, on account of an alleged excess of duty in despatching en masse, without examination or enquiry, a number of Chinamen out to the suspect station at Ross Bay, there to be disinfected and scrubbed.",0.09278161078691483,0.5311908721923828,0.37602755427360535
Crease,The Chinamen had already been examined on board the ship by the Dominion Quarantine Officers and Provincial officers and passed.,0.011967563070356846,0.8414524793624878,0.14657993614673615
Crease,"Disregarding the white men, who had come at the same time from the same place and in the same ship and presumably subject to some of the same unsanitary influences, though not to the same extent as the Chinese, without any reason for special suspicion, without inspecting or attempting to inspect a single man, (that had already been done individually by the Dominion Quarantine Officers)",0.03670678287744522,0.3940574824810028,0.5692357420921326
Crease,"The plaintiff and other Chinamen similarly situated obtained a writ of Habeas Corpus, upon which they were discharged from this custody.

",0.32289230823516846,0.6176985502243042,0.05940912291407585
Crease,"Thereupon the present action was brought to test if and how far Chinamen are to be treated, when they land on our shores, differently from other foreigners.

",0.7031381130218506,0.14524249732494354,0.15161941945552826
Crease,"The grounds alleged by the Health Officer for this arbitrary treatment is “that China is an infected locality,” and all persons coming from China and especially in this instance Hongkong, and especially also the natives of China, come from an infected locality, and that he has that authority under the Health By-Law, 1893, which was passed at the time of the small pox panic in Victoria, and, in all he did, was simply doing his duty.

",0.003285587765276432,0.47100916504859924,0.5257053375244141
Crease,"The case was tried before a jury upon the issue whether Hongkong, the last port the steamer left in China, was or not “an infected locality.”",0.009332970716059208,0.7709441781044006,0.21972282230854034
Crease,"He considered “China the home of small pox,” and that it was “an infected place”; that, in China, small pox was “endemic,” i.e., always there; because there “inoculation” was the universal practice and was a constant source of danger; that in England and Europe and America, generally, vaccination, of late years, has been the rule.",0.011739122681319714,0.3781682848930359,0.6100926399230957
Crease,He thought that too close a scrutiny could not be made of Chinese passengers.,0.14442597329616547,0.1890580654144287,0.6665159463882446
Crease,"That small pox must have been in China on the 19th April last, the date when the Empress left Hongkong, as it was always there.",0.045554518699645996,0.8233991861343384,0.13104628026485443
Crease,"He had no opinion to express as to the British possession of Hongkong; but it was a portion of China, where small pox was always, in a sense, ""endemic.""",0.004927285946905613,0.9621807932853699,0.032891880720853806
Crease,"There was danger of infection from white passengers, but not the same danger as from Chinamen.",0.012116261757910252,0.26980459690093994,0.718079149723053
Crease,"It was his opinion that every one should be examined who comes from China or from any ""infected port.",0.0023931621108204126,0.04988522827625275,0.9477216005325317
Crease,"When asked the question, ""Would you allow Chinamen to land and go into the city?""",0.08298684656620026,0.3432159721851349,0.5737971663475037
Crease,The Chinese are chiefly dressed in woollen materials and these harbour infection for weeks and months.,0.004095792770385742,0.9080753922462463,0.08782883733510971
Crease,"There were several other diseases to be guarded against from China, e.g., cholera, leprosy, etc.",0.004792312625795603,0.7697876691818237,0.2254199981689453
Crease,"(Here I observe that from first to last no mention was made of the black plague, which has carried off so many thousands of Chinese in Hongkong; and it appeared that during the passage from China to Victoria, which presumably lasted over the ordinary period of inoculation, no case of small pox appeared on board the Empress, and that she showed a clean bill of health.)

1894.",0.010004368610680103,0.8992463946342468,0.09074923396110535
Crease,"Now this assumes, as Dr. Davie assumed, that Hongkong, although a British port and subject to quarantine regulations, was (which includes the time of the steamer's departure) and is a cradle of small pox, and that every ship coming thence to Victoria, especially with Chinese on board, should be subject to the most searching examination, and the drastic treatment I have described.",0.0019386570202186704,0.15815994143486023,0.8399013876914978
Crease,He does not include Japanese in the same category as Chinese.,0.07081833481788635,0.5775244235992432,0.3516572415828705
Crease,"His duty was, if he considered the Empress of China came from ""an infected locality,"" at once to go on board the suspected vessel and make his examination and inspection on board the vessel (as Section 32 says), ""before any luggage, freight or other thing is landed or allowed to be landed.",0.003983320668339729,0.6293047666549683,0.36671197414398193
Crease,"""

It goes further and shews that the only person to be ""dealt with in such manner as the Medical Health City Officer shall direct"" is ""any infected or exposed person from on board,"" under none of which categories do the plaintiff or other Chinamen, seized and carted off on this occasion, happen to come.

",0.0018503927858546376,0.6460433602333069,0.3521062433719635
Crease,It is shewn that he did not personally examine a single Chinaman or inquire if he was “an infected or exposed person.”,0.01210771407932043,0.7331558465957642,0.25473642349243164
Crease,"But it should be understood that these exceptional powers are a great trust placed in the hands of the Health Officer to meet such cases as I have described, and at all times to be administered with firmness, judgment and discretion—not under any fear of infection unwarranted by the facts of the case which may enter into the mind of the Health Officer, or to be carried out by carting off en masse to the suspect station all who hail from China or Hongkong without examination or enquiry.",0.00934224296361208,0.21932446956634521,0.7713332772254944
Begbie,"(5) If it appears that a tax is not bona fide within the purpose provided for, but is imposed with the real purpose of discriminating against a class, it is not within the justification of the enabling statute, and, on the facts, the tax in question was intended not for the purpose of raising a revenue, but as a restriction on the Chinese.

",0.33904772996902466,0.10705137997865677,0.5539008378982544
Begbie,"Indeed if no restriction whatever be placed on the word "" other"" in that section; if the Provincial Legislature can insist upon imposing licenses upon everything and upon every act of life, and tax each licensee at any moment they please, there would be a very simple way of excluding every Chinaman from the Province, by imposing a universal tax, not limited to any nationality, of one or two thousand dollars per annum for a license to Judgment.",0.11867207288742065,0.03184672072529793,0.8494811654090881
Begbie,No Chinaman will shave the back of his head; no true moujik will shave his chin.,0.005446243099868298,0.06693454086780548,0.927619218826294
Begbie,I rather think that the auctioneers would repudiate this alleged similarity of their occupation to that of a Chinese washerman.,0.02339126728475094,0.2966775596141815,0.6799312233924866
Begbie,"And it is roundly alleged by the appellant that this tax is imposed, not with the object of raising a revenue for the City, but with the object of harassing Chinamen, supposed to be the only persons carrying on this industry.

",0.3965601325035095,0.033274803310632706,0.5701650381088257
Begbie,"If the object of the Provincial Statute be as alleged, viz., Feb. 3.  to subject Chinamen to exceptional disadvantages it is clearly unconstitutional.",0.9523041248321533,0.0067838747054338455,0.040911998599767685
Begbie,"G. to the report of the recent Chinese Conmission, p. 379, and by Mr. Justice CREASE in Wing Chong's case, 1 B.C.R. Pt. II, 150, both these learned Judges fortifying their opinions by numerous decisions and arguments of Judges in the United States' Courts.",0.19128921627998352,0.1210281029343605,0.6876826882362366
Begbie,"Rep. 354; Baker v. Portland, 5 Law 750; Teburcio Parrott's case, coram SAWYER and HOFFMAN, J.J., 1880, and the Quene ordinance case, coram FIELD and SAWYER, J.J., 1879; the two latter cases published in a separate pamphlet form, in which the opinions of Mr. Justices FIELD, HOFFMAN, SAWYER and DEADY and other Judges whom they cite, all confirm this, that a State, or Provincial law imposing special disabilities or unequal burdens on Chinamen is unconstitutional and void.",0.913589596748352,0.016202326864004135,0.07020808756351471
Begbie,"Statutes were by their title and preamble  expressly aimed at Chinamen by name; that this distinction also renders inapplicable all the United States' cases cited; that this enactment is quite general extending to all laundries without exception and we must not look beyond the words of the enactment to enquire what its object was; that there is in fact one laundry in Victoria not conducted by Chinamen on which the tax will fall with equal force so that it is impossible to say that Chinamen are hereby exclusively selected for taxation; the circumstance that they are chiefly affected being a mere coincidence; that the bylaw only imposes $100.00 per annum, keeping far within the limit of $150.00 permitted by the Statute; that the tax clearly is calculated to procuring additional Municipal revenue and that no other object is hinted at.

",0.13308075070381165,0.2518041133880615,0.6151151657104492
Begbie,"I, for my part, cannot arrive at any other conclusion than that it is specially directed against Chinamen because they are Chinamen and for no other Judgment.",0.39401423931121826,0.010152253322303295,0.5958335399627686
Begbie,"The appellants' contention that the clause is merely intended to hamper or expel Chinamen is much strengthened by considering the amount of the tax sanctioned, which is $150.00 per annum, whereas the limit sanctioned by the Legislature in the case of any retail shop, however extensive or lucrative its business, is only $10.00 per annum.",0.5528624057769775,0.11232082545757294,0.33481675386428833
Begbie,"The test is whether on the whole statute the Legislature can fairly be held to have said : ""Let us impose a tax in order to raise a revenue, though perhaps it may fall on Chinamen,"" or "" let us impose this tax in order to fall on Chinamen, though perhaps it will raise no revenue.""",0.25347796082496643,0.19798800349235535,0.548534095287323
Begbie,no other description of labour taxed at all ; (2nd) this description of labour practically quite abandoned to Chinamen alone ; (3rd) this description of labour taxed at fifteen times the rate permitted to be levied on any retail shop ; (4th) that a preliminary Provincial Act has declared Chinamen incapable of the franchise which they formerly exercised.,0.029664957895874977,0.09146378934383392,0.8788712620735168
Begbie,"I cannot doubt but that the tax is directed against Chinamen, as such.

",0.015724023804068565,0.0596323125064373,0.9246436357498169
Begbie,"It is not competent to the Provincial Legislature, or to a municipality, to deprive, generally, particular nationalities or individuals of the capacity to take out municipal trade licenses ; e. g., a Chinaman has a right to apply for a pawnbroker's license.

",0.46439191699028015,0.46490243077278137,0.07070574164390564
Begbie,"Application for a mandamus to the Corporation of the City of Victoria to compel the renewal to the prosecutors (Chinamen) of a pawnbroker's license.

",0.03582623228430748,0.3447572588920593,0.6194165349006653
Begbie,"It is alleged by the prosecution, and not denied, that the Council have in fact ordered the Collector to issue no pawnbroking license to any Chinaman.",0.06615342944860458,0.20041199028491974,0.7334345579147339
Begbie,"In the French colony of Cayenne, the Town Council recently handicapped the superior capacities of the Chinaman by imposing on merchants of that empire an extra tax of $300 per annum, deeming it also expedient to handicap English and German traders by a surtax of $200 on them.",0.009119544178247452,0.016971128061413765,0.973909318447113
Act 1884,"An Act to regulate the Chinese population of British Columbia.

",0.0037830418441444635,0.3944534659385681,0.6017634272575378
Act 1884,"WHEREAS the incoming of Chinese to British Columbia largely exceeds that of any other class of immigrant, and the population so introduced are fast becoming superior in number to our own race; are not disposed to be governed by our laws; are dissimilar in habits and occupation from our people; evade the payment of taxes justly due to the Government; are governed by pestilential habits; are useless in instances of emergency; habitually desecrate grave yards by the removal of bodies therefrom; and generally the laws governing the whites are found to be inapplicable to Chinese, and such Chinese are inclined to habits subversive of the comfort and well-being of the community:

",0.002942790510132909,0.008976342156529427,0.9880808591842651
Act 1884,"And whereas it is expedient to pass special laws for the Government of Chinese:

Therefore, Her Majesty, by and with the advice and consent of the Legislative Assembly of the Province of British Columbia, enacts as follows:—

1.",0.0019727470353245735,0.040841568261384964,0.957185685634613
Act 1884,"This Act shall be cited as the ""Chinese Regulation Act, 1884.""

",0.008780218660831451,0.4247104227542877,0.5665093660354614
Act 1884,"The term ""Chinese"" wherever used in this Act shall mean any native of the Chinese Empire or its dependencies not born of British parents, and shall include any person of the Chinese race.

",0.0287324171513319,0.6083561182022095,0.3629114627838135
Act 1884,"From and after the passage of this Act there shall be payable and paid by every Chinese in British Columbia, above the age of fourteen years, unto and for the use of Her Majesty, Her heirs and successors, the sum of ten dollars, and thereafter on the 1st day of June in each and every year there shall be likewise payable and paid by such Chinese person a further sum of ten dollars.

",0.009852951392531395,0.4013373553752899,0.5888097286224365
Act 1884,"The Lieutenant-Governor in Council shall immediately upon the passage of this Act, and from time to time thereafter as occasion may require, appoint in each electoral district, one or more person or persons to be called Chinese Collectors, to collect and receive such payments from Chinese, and such Collector or Collectors immediately upon such payment shall issue and deliver to the person paying the same a licence in the form contained in the Schedule hereto, and the Lieutenant-Governor in Council may require from the Collectors so to be appointed such security as he may see fit and may allow them such percentage upon the amount of collections as may seem reasonable and just, and the Lieutenant-Governor in Council may further allow such additional sum by way of expenses as may be necessary and reasonable for the purpose of carrying out the provisions of this Act.

",0.01052740029990673,0.3768787086009979,0.6125938892364502
Act 1884,"Any Chinese who shall be found within the Province not having in his possession a licence issued under the provisions of this Act, lawfully issued to him, shall on conviction thereof forfeit and pay a sum not exceeding forty dollars.

",0.0051232585683465,0.4053051471710205,0.5895715951919556
Act 1884,"Every Collector shall collect the tax from each Chinese, and shall as soon afterwards as may be pay over the amount to the Officer in charge of the Treasury, or to such other person as the Lieutenant-Governor in Council",0.008966922760009766,0.3023017942905426,0.6887312531471252
Act 1884,"Every employer of Chinese shall furnish to the Collector, when requested by him so to do, from time to time, a list of all Chinese in his employ, or indirectly employed by him; but no such statement shall bind the Collector, nor shall excuse him from making due enquiry to ascertain its correctness.

",0.03531669080257416,0.6272271275520325,0.33745619654655457
Act 1884,"In case any employer of Chinese fails to deliver to the Collector the list mentioned in the preceding section, when required so to do, or knowingly states anything falsely therein, such employer shall, on complaint of the Collector and upon conviction before a Justice of the Peace having jurisdiction within the district wherein such employer carries on his business, forfeit and pay a fine not exceeding one hundred dollars for every Chinese in his employ, to be recovered by distress of the goods and chattels of such employer failing to pay the same, or in lieu thereof shall be liable to imprisonment for a period not less than one month and not exceeding two calendar months.

",0.01598626747727394,0.276664137840271,0.7073495984077454
Act 1884,"The Collector may, by himself or his agent, levy the amount of the licence from any Chinese not being in lawful possession of a licence, with costs, by distress of his goods and chattels, or of any goods and chattels which may be in the possession of the delinquent, or which may be upon or in any premises (whether the goods of the delinquent or not) for the time being in the possession or occupation of such delinquent Chinese, and for the purposes of this section premises shall be deemed to be in the possession or occupation of any Chinese when it can be shewn to the satisfaction of the tribunal having cognizance of the matter—

(a.) That such Chinese habitually frequents such premises with the assent of the owner.

(b.) That he is the owner or one of the owners of the premises, or has control either alone or jointly with another or others of such premises or some part thereof.

",0.01584119163453579,0.41437599062919617,0.5697827935218811
Act 1884,Every employer of Chinese shall demand from every such Licence to be demanded by employer and retained during the service.,0.04783181846141815,0.3309665024280548,0.6212016940116882
Act 1884,"Chinese in his employ his licence, and shall retain the same in his possession during the time such Chinese is in his employ, and shall return the same to him when he leaves his service; and every employer as aforesaid shall produce to the Collector, whenever required so to do, such licence for his inspection.

",0.02402130514383316,0.48036515712738037,0.49561357498168945
Act 1884,"The Toll Collector at any and every toll gate which may exist in the Province from time to time, shall, before allowing any Chinese to pass through any toll gate, demand from such Chinese the production of his licence, and, until the same is produced, such Chinese shall not be allowed to proceed through the toll gate.

",0.0090995654463768,0.218399778008461,0.7725006937980652
Act 1884,"It shall be unlawful for any person to employ any Chinese who has not in his possession the licence required by this Act, and any person guilty of an infraction of the provisions of this section shall forfeit and pay a fine not exceeding fifty dollars for every Chinese so employed.

",0.008125501684844494,0.2812110483646393,0.7106634378433228
Act 1884,"The sum payable by a Chinese for a free miner’s certificate shall be fifteen dollars for each year during which the same is to be in force instead of five dollars, as by the present mining laws provided, and no free miner’s certificate shall hereafter be issued to any Chinese except upon payment of the said sum of fifteen dollars.

15.",0.01818479597568512,0.348865807056427,0.6329493522644043
Act 1884,"Any Chinese who shall be found mining for gold and precious metals, or following the ordinary occupation of a free miner, whether on his own account or for others, without having in his possession a free miner’s certificate, lawfully issued to him subsequently to the passage of this Act, and any person who shall employ any Chinese in and about gold mining who has not in his possession such a certificate, shall forfeit and pay a sum not exceeding thirty dollars.

",0.01925363391637802,0.5450958013534546,0.4356505572795868
Act 1884,"Sub-section (i.) of the Schedule A to the “Licences Ordinance, 1867,” is hereby amended by adding thereto the following words: “but no licence shall be issued to any Chinese.”

17.",0.0029604460578411818,0.11294957995414734,0.8840899467468262
